sample,operator_kappa,spearman
34,5,0.3511062669873399
34,10,0.3646706467706172
34,50,0.3646396336993062
34,100,0.36543333363135677
34,500,0.36548966007438666
35,1,0.3322862389135255
35,2,0.27528222453687146
35,5,0.16408271716973033
35,10,0.10151708121736643
35,50,0.04849513402117159
35,100,0.04634194397754095
35,500,0.042749803304484656
36,1,0.3361173534618411
36,2,0.3216574838173235
36,5,0.26525317842071383
36,10,0.22260358924611973
36,50,0.18332923923539088
36,100,0.18033256070738857
36,500,0.1809942623024104
37,1,0.22392002986195547
37,2,0.21980271216293537
37,5,0.209967757581718
37,10,0.20163250572205135
37,50,0.18747506660825405
37,100,0.1860035718117445
37,500,0.18507683418568058
38,1,0.30387531515985977
38,2,0.3362922448322723
38,5,0.3599496861812459
38,10,0.3715235967563121
38,50,0.3789132125742078
38,100,0.37876688675702735
38,500,0.37845952766254204
39,1,0.2724828003182891
39,2,0.29155773907445814
39,5,0.297558449860525
39,10,0.29899476298190397
39,50,0.2949591298011587
39,100,0.2949906010836134
39,500,0.29506089737858515
40,1,0.2507163740075817
40,2,0.24063927160074386
40,5,0.20673095406265643
40,10,0.18419421893998997
40,50,0.14025825227093913
40,100,0.13190299558329158
40,500,0.12623131392604248
41,1,0.2631239047636077
41,2,0.2750012405228524
41,5,0.2889683320220299
41,10,0.2926320877440812
41,50,0.29659678760460617
41,100,0.29794580591517056
41,500,0.29833461483441814
42,1,0.24742267407553106
42,2,0.23686100779629493
42,5,0.20292914267577425
42,10,0.18175414401688006
42,50,0.16795101387597453
42,100,0.16301667218010155
42,500,0.16114525963808024
43,1,0.30988144624848
43,2,0.32963869492525566
43,5,0.3293920432193691
43,10,0.32628742802732275
43,50,0.31140630587940776
43,100,0.309964304234318
43,500,0.3071699091624347
44,1,0.36375957773049133
44,2,0.39206883448966445
44,5,0.4193085705600458
44,10,0.4271778216865746
44,50,0.43632126859666687
44,100,0.43797392443315925
44,500,0.43846970889063724
45,1,0.15602656060010012
45,2,0.16140901044274372
45,5,0.17101930745297186
45,10,0.1755574529718904
45,50,0.17601882689006507
45,100,0.17621360015378013
45,500,0.17638944147414348
46,1,0.2946441711072169
46,2,0.34077372863171446
46,5,0.36403857243759385
46,10,0.38198794345897996
46,50,0.3941145349045132
46,100,0.39895176936556753
46,500,0.39908044846577495
47,1,0.2851362563479007
47,2,0.2919009503969673
47,5,0.29545606537443675
47,10,0.2992409229490022
47,50,0.30393641370431296
47,100,0.30418844100922676
47,500,0.30548505561118655
48,1,0.25985278011229523
48,2,0.22270487626063942
48,5,0.1695795186324297
48,10,0.1453673624025463
48,50,0.12254186485229954
48,100,0.11989822124669192
48,500,0.12096055584364494
49,1,0.34105977532007725
49,2,0.30156137123596305
49,5,0.2326947285601888
49,10,0.19413766897932908
49,50,0.15151282320649453
49,100,0.14637354937057434
49,500,0.1468063242078535
50,1,0.31875407919676696
50,2,0.3390851758636721
50,5,0.3515918590408411
50,10,0.35566404853014805
50,50,0.35698336134754305
50,100,0.35655454277233384
50,500,0.356635769079465
51,1,0.22791574279379156
51,2,0.20403982413632785
51,5,0.15983372523424647
51,10,0.14055011041770973
51,50,0.11896920374079106
51,100,0.11677090783921035
51,500,0.11605178456476645
52,1,0.23363044041914025
52,2,0.2347958725234246
52,5,0.23030690088334163
52,10,0.22731755373363846
52,50,0.23001604856591087
52,100,0.23183998596309274
52,500,0.2329290085651956
53,1,0.4199487474071954
53,2,0.4512773697339246
53,5,0.469036214326586
53,10,0.4739965958264787
53,50,0.4778732744438881
53,100,0.47842215551462697
53,500,0.47834024747872106
54,1,0.3571496584650597
54,2,0.3667495954330877
54,5,0.3405251323224376
54,10,0.3181570300765324
54,50,0.3119647535047564
54,100,0.3096966306952292
54,500,0.30558652143981113
55,1,0.28374749660253196
55,2,0.2512872939167441
55,5,0.19523520760317573
55,10,0.16952559500393388
55,50,0.13429366193405334
55,100,0.12778222453687146
55,500,0.12388890503182891
56,1,0.3373547582433302
56,2,0.3519945595808597
56,5,0.3583387275588298
56,10,0.36362502011658676
56,50,0.36072135845075454
56,100,0.3604332554001859
56,500,0.3607103502074243
57,1,0.30412922001287457
57,2,0.35851388715041843
57,5,0.3888952417566697
57,10,0.4018331239718188
57,50,0.4131231671554252
57,100,0.4140489995350833
57,500,0.4145569433516916
58,1,0.30094566956941565
58,2,0.3269211563908161
58,5,0.34444738618482224
58,10,0.3491701237393605
58,50,0.35338725323653525
58,100,0.3525155009477147
58,500,0.35398215658751164
59,1,0.21419782874973176
59,2,0.27319380990272507
59,5,0.3331174562799513
59,10,0.3540036925112653
59,50,0.37339466284600525
59,100,0.3743637123596309
59,500,0.3737988833059151
60,1,0.3100370145197053
60,2,0.31121940043630636
60,5,0.28975875742078533
60,10,0.27992632858879907
60,50,0.25582520474215004
60,100,0.2508222990129461
60,500,0.24709831646520278
61,1,0.2929602675059008
61,2,0.2671871200200271
61,5,0.2181023353122094
61,10,0.19726441241685144
61,50,0.17899612643945353
61,100,0.1737287099456405
61,500,0.1712488824118446
62,1,0.29358522280237465
62,2,0.2990221103640655
62,5,0.2835279799370574
62,10,0.2677193154996066
62,50,0.25606424567269864
62,100,0.25488744769687427
62,500,0.2546628460052929
63,1,0.18038419328016592
63,2,0.13652062397181888
63,5,0.08620583291610041
63,10,0.056357120824690646
63,50,0.02407548637436521
63,100,0.017194607860668048
63,500,0.012498446552464059
64,1,0.29186761274229306
64,2,0.2942604472140762
64,5,0.2714710030577212
64,10,0.25366155407338525
64,50,0.2375517331557113
64,100,0.2341961970710249
64,500,0.23436884208926398
65,1,0.2725217929690294
65,2,0.2662398299477862
65,5,0.24070457227666114
65,10,0.2130866331986267
65,50,0.17925348463986837
65,100,0.17085495493884556
65,500,0.165513006490952
66,1,0.3179155863314498
66,2,0.3012938206315714
66,5,0.2615048324511837
66,10,0.24234324708533006
66,50,0.22381305432372506
66,100,0.22102063738287672
66,500,0.2185244036549603
67,1,0.2210960298798369
67,2,0.16980543907803447
67,5,0.08447794104498961
67,10,0.03971538382447608
67,50,0.002053802928975037
67,100,-0.0022768064694943134
67,500,-0.005058572795222087
68,1,0.32786871468421425
68,2,0.35855642255561115
68,5,0.3842520094235033
68,10,0.38732024712109286
68,50,0.39235626698733994
68,100,0.39249892711537077
68,500,0.3926967625706315
69,1,0.3242355026464487
69,2,0.3566389206780631
69,5,0.3732045611007796
69,10,0.3774351687111079
69,50,0.3808121848401402
69,100,0.3808841016379372
69,500,0.3820176266003862
70,1,0.36676162068163937
70,2,0.35745065848294105
70,5,0.31297742248408555
70,10,0.2851749360739575
70,50,0.24432065168800515
70,100,0.2402234505757814
70,500,0.23700164508976462
71,1,0.19808883484729276
71,2,0.14180217795579714
71,5,0.08213355401974107
71,10,0.0510293322187254
71,50,0.029329782383234384
71,100,0.02768355267863529
71,500,0.023645505507474428
72,1,0.360025156909377
72,2,0.3328860708282669
72,5,0.26722150820756735
72,10,0.21592396600743863
72,50,0.1614866828195408
72,100,0.15253061073957513
72,500,0.14890070676274944
73,1,0.3278931004577641
73,2,0.3355520550211
73,5,0.3216459726593234
73,10,0.31073563005149846
73,50,0.3031036652421143
73,100,0.30323067913597024
73,500,0.30257485605464557
74,1,0.28751718850582936
74,2,0.3140880592411129
74,5,0.3182481805664831
74,10,0.3205278592375366
74,50,0.31780367105357266
74,100,0.3188281194120592
74,500,0.31986491711966236
75,1,0.3064566755775695
75,2,0.32271360462413273
75,5,0.33042678456476643
75,10,0.32437000438094554
75,50,0.31822909216078965
75,100,0.31671942055289315
75,500,0.31842036737357843
76,1,0.22266868875616908
76,2,0.19584016924755024
76,5,0.1430153646019598
76,10,0.11642790885845075
76,50,0.10024250545383018
76,100,0.09803112259495027
76,500,0.09604380498533722
77,1,0.195027760889779
77,2,0.18987027036692652
77,5,0.18091021967312781
77,10,0.18444099358057361
77,50,0.18092606707317072
77,100,0.18092595531435518
77,500,0.18090615165224233
78,1,0.23544481126171232
78,2,0.23177802687575996
78,5,0.20610842393247977
78,10,0.1878033022494814
78,50,0.17400210553608467
78,100,0.1697276661183034
78,500,0.1681159028324154
79,1,0.2891135626028181
79,2,0.24698881517774118
79,5,0.1828193061118661
79,10,0.1498375473857378
79,50,0.10690697419712467
79,100,0.10447060966669049
79,500,0.09888444585508904
80,1,0.19423503325942346
80,2,0.21805548601673697
80,5,0.21813105732780197
80,10,0.22006552419354836
80,50,0.22899181254917386
80,100,0.23106563148201126
80,500,0.22942833130677345
81,1,0.25024571293183606
81,2,0.260127237411487
81,5,0.2599920315964523
81,10,0.2574891146913668
81,50,0.25496149908804805
81,100,0.2554706051963379
81,500,0.25642937289893425
82,1,0.2821898581110078
82,2,0.33353210383735066
82,5,0.37093900874400965
82,10,0.38617914491095057
82,50,0.39850714809384163
82,100,0.394782070309706
82,500,0.39855965238538016
83,1,0.13380190079393461
83,2,0.14857982485158427
83,5,0.15486196668693225
83,10,0.15308575030398397
83,50,0.15502160297904297
83,100,0.15505822634289393
83,500,0.15513033313067734
84,1,0.3662177687575996
84,2,0.32846548440741
84,5,0.24906682506616123
84,10,0.20365870422358914
84,50,0.16327845602961158
84,100,0.15232608093126385
84,500,0.14328998953937486
85,1,0.28461715900150203
85,2,0.3130670083506186
85,5,0.3099350457764108
85,10,0.30418551292825974
85,50,0.2945358432873185
85,100,0.29783771278878474
85,500,0.3010802718868464
86,1,0.2934795324905228
86,2,0.32182787130748874
86,5,0.33690982404692077
86,10,0.349595656605393
86,50,0.36052050550747444
86,100,0.36080860855804303
86,500,0.3610278122988341
87,1,0.35354834239324795
87,2,0.3515102527537372
87,5,0.32046080394821536
87,10,0.30018358620627994
87,50,0.2686329326407267
87,100,0.25810861615764247
87,500,0.2570642076747014
88,1,0.12140736758815535
88,2,0.14165835553608466
88,5,0.1621372308847722
88,10,0.1724676793505472
88,50,0.18129149604820827
88,100,0.18284726816751304
88,500,0.18381105384092697
89,1,0.3579368763858093
89,2,0.3345197835455261
89,5,0.286234778449324
89,10,0.2532191568020885
89,50,0.2258592800050068
89,100,0.2195457451183749
89,500,0.21667855035405192
90,1,0.16846541735212073
90,2,0.2230247411665832
90,5,0.27666617865317217
90,10,0.29327576264215716
90,50,0.3047198094735712
90,100,0.3053846291395465
90,500,0.3053327171697303
91,1,0.35258985408769045
91,2,0.33706927034904505
91,5,0.2965000156462341
91,10,0.27062942564909515
91,50,0.24022771976253485
91,100,0.23568390807166867
91,500,0.23674736025677703
92,1,0.24489641075388027
92,2,0.21527456905800726
92,5,0.16366957835634074
92,10,0.14494132662184392
92,50,0.11911662479436377
92,100,0.11439366372219441
92,500,0.11292104016164795
93,1,0.3294642505900865
93,2,0.3663249342858165
93,5,0.3919225198483656
93,10,0.4044027385380158
93,50,0.4211477630355482
93,100,0.4236781502574923
93,500,0.4261664155818611
94,1,0.3669185971139403
94,2,0.37615418916744153
94,5,0.37990789956011733
94,10,0.3826923816250625
94,50,0.3880498980759602
94,100,0.3867592960982762
94,500,0.3851768024461769
95,1,0.1473594521135827
95,2,0.136324844878764
95,5,0.12817330216007436
95,10,0.12180731886131177
95,50,0.11681889707460125
95,100,0.11663599259709606
95,500,0.11666599983906731
96,1,0.3553822486767756
96,2,0.38797072813103495
96,5,0.4089331279951362
96,10,0.41599577104642016
96,50,0.4254978966990916
96,100,0.4270235721693727
96,500,0.4273340269830484
97,1,0.26745026732708677
97,2,0.31835295445604744
97,5,0.34749291449109504
97,10,0.3564489865710607
97,50,0.36723436047135394
97,100,0.36844428376010296
97,500,0.36795561833917456
98,1,0.2714365925184178
98,2,0.27438436538874184
98,5,0.2738832723875259
98,10,0.2700075660718117
98,50,0.26655700146627564
98,100,0.26646438693584146
98,500,0.26644060465989555
99,1,0.24770531212002
99,2,0.2600357292933266
99,5,0.2582011748086689
99,10,0.25599464228238317
99,50,0.2559383381911165
99,100,0.25559055593305197
99,500,0.2551318865782133
100,1,0.24246843931049278
100,2,0.2718943230992061
100,5,0.30425632331378294
100,10,0.3136906560689507
100,50,0.31991267166154064
100,100,0.32054220906945136
100,500,0.32057274157785565
101,1,0.22120617936842854
101,2,0.23381607181174452
101,5,0.24227173261926896
101,10,0.24412704071597163
101,50,0.24543015968099563
101,100,0.244936018078106
101,500,0.2449676458229025
102,1,0.1722720231921894
102,2,0.12763492641799584
102,5,0.07335464201416207
102,10,0.045917629282597815
102,50,0.023721736195551103
102,100,0.020974738037336384
102,500,0.01700938997568128
103,1,0.22521271055360845
103,2,0.13456871155496744
103,5,0.015202741667262713
103,10,-0.038464992668621696
103,50,-0.0828437924683499
103,100,-0.09044912515199198
103,500,-0.09260387981904011
104,1,0.2173352339782562
104,2,0.21859987438309134
104,5,0.21592720701308918
104,10,0.21461576201630783
104,50,0.21523520760317572
104,100,0.21780294462127167
104,500,0.21897398701809598
105,1,0.22020788257277732
105,2,0.1353087896073242
105,5,0.011479329089478576
105,10,-0.05245155255346541
105,50,-0.12910140324368785
105,100,-0.13900085383735067
105,500,-0.14562981680494955
106,1,0.2314486065910879
106,2,0.2511288869716043
106,5,0.27412802419354837
106,10,0.2796189247907875
106,50,0.2860896149238251
106,100,0.28532151893641367
106,500,0.28734742686503106
107,1,0.30121025856519557
107,2,0.2392956177133252
107,5,0.1457056451612903
107,10,0.09988344673127816
107,50,0.06422633842357485
107,100,0.061931292915385155
107,500,0.05663749016522423
108,1,0.27984610811100774
108,2,0.27067602907517346
108,5,0.23019786898290537
108,10,0.20714238296616835
108,50,0.1889843917638223
108,100,0.18328798905657676
108,500,0.17948668058436448
109,1,0.3462364213039124
109,2,0.40943843430369786
109,5,0.4521366497389313
109,10,0.4677619291359702
109,50,0.47498380614762886
109,100,0.4751311489700307
109,500,0.4751507849939202
110,1,0.4067347873900293
110,2,0.374912861651527
110,5,0.2998290984192833
110,10,0.25271246468421427
110,50,0.20582874749660254
110,100,0.1971993799620914
110,500,0.19166797797010227
111,1,0.3087196798333452
111,2,0.34375576675488156
111,5,0.3603859031900436
111,10,0.36391231850368355
111,50,0.35975148192189393
111,100,0.35837424451040695
111,500,0.35827766254202126
112,1,0.32039636381517766
112,2,0.3481555548601673
112,5,0.373367259584436
112,10,0.388247755882984
112,50,0.39856360864745005
112,100,0.3993855276804234
112,500,0.3992489584078392
113,1,0.2042508583077033
113,2,0.2111578772083542
113,5,0.20205726745225663
113,10,0.19552420472426862
113,50,0.18706217366425862
113,100,0.1826758301444818
113,500,0.18439491542092837
114,1,0.2678947880158786
114,2,0.27567392800944135
114,5,0.26466020849724625
114,10,0.258394394624848
114,50,0.25066372442958296
114,100,0.25306631544596236
114,500,0.2545894316393677
115,1,0.24310444755382302
115,2,0.2988688107967956
115,5,0.3444063259959946
115,10,0.3600953414455332
115,50,0.36817872246262784
115,100,0.369763596577498
115,500,0.3695629336242042
116,1,0.27899386891137967
116,2,0.31091010791431223
116,5,0.33458733057363566
116,10,0.33740755310778914
116,50,0.3361214885380158
116,100,0.3361986021207352
116,500,0.33643055754237894
117,1,0.2508758985408769
117,2,0.21222462627852084
117,5,0.14266495601173018
117,10,0.11022505990272513
117,50,0.07483940258207566
117,100,0.07014740987769115
117,500,0.06334062745869394
118,1,0.25408834981403333
118,2,0.19656600922680778
118,5,0.09994134897360704
118,10,0.05019296277090336
118,50,0.008644477326371504
118,100,0.003592610060081539
118,500,0.0010905984014019025
119,1,0.27329849438523707
119,2,0.3230151522602102
119,5,0.35699539777197625
119,10,0.36678295543952505
119,50,0.3764269030291109
119,100,0.376964038248337
119,500,0.37721250044703525
120,1,0.3415613265324368
120,2,0.3691954259351977
120,5,0.3839114244331593
120,10,0.3895425152886059
120,50,0.384967958747586
120,100,0.3839952658965739
120,500,0.38152989995350833
121,1,0.2886541221121522
121,2,0.29705112071740214
121,5,0.27598137651097915
121,10,0.254219174683499
121,50,0.2249742507689006
121,100,0.22221331628638866
121,500,0.22311997085330088
122,1,0.3399055749767541
122,2,0.37503115835777123
122,5,0.39388328356340746
122,10,0.407693622147915
122,50,0.4168784421715184
122,100,0.41741907544167084
122,500,0.4175677258422144
123,1,0.24575308677848506
123,2,0.18702840015020383
123,5,0.0954166480401974
123,10,0.04760437155782848
123,50,-0.0021845048637436516
123,100,-0.008604221801015664
123,500,-0.017797110811100778
124,1,0.3065922725484586
124,2,0.340520516683356
124,5,0.3644032861562119
124,10,0.3711697348186825
124,50,0.37541216651169446
124,100,0.3779767184035477
124,500,0.3770789710142336
125,1,0.3780311896502395
125,2,0.4029318137114655
125,5,0.4248699015628352
125,10,0.427535069916315
125,50,0.43498038632787345
125,100,0.4351117588155354
125,500,0.4351340882268792
126,1,0.3661339049424218
126,2,0.37216843394606963
126,5,0.346942859952793
126,10,0.31939728470781775
126,50,0.292859382823117
126,100,0.2881723075066161
126,500,0.2861295798762606
127,1,0.24954654978184673
127,2,0.28138715041842494
127,5,0.3027048986124025
127,10,0.3149149850690222
127,50,0.31728295320434874
127,100,0.31860561878620985
127,500,0.3200174790787497
128,1,0.2616996727701881
128,2,0.28569490513911733
128,5,0.2979954156533867
128,10,0.3089655827551677
128,50,0.3085154182461912
128,100,0.3100145733495458
128,500,0.31122793880981325
129,1,0.2968998216329304
129,2,0.29297767952936127
129,5,0.26600548288749015
129,10,0.24653241452685784
129,50,0.2220479579429225
129,100,0.21783231483799442
129,500,0.21183766137972962
130,1,0.28299031945139824
130,2,0.26353404844074096
130,5,0.21642608718975753
130,10,0.19265537828123877
130,50,0.1731616233638509
130,100,0.17171039044059794
130,500,0.17143630194549742
131,1,0.21817872246262784
131,2,0.2524760612617123
131,5,0.2713240960946999
131,10,0.28400555888348467
131,50,0.2876710692189399
131,100,0.28698405425219936
131,500,0.2842517188505829
132,1,0.36453412220155923
132,2,0.3483144088405693
132,5,0.32025121146556035
132,10,0.302103066214863
132,50,0.27937523469351255
132,100,0.2725259392210857
132,500,0.2724251439453544
133,1,0.1921842031149417
133,2,0.21796673834132035
133,5,0.23562356948716112
133,10,0.23389052553465414
133,50,0.2236193539446391
133,100,0.2227932551319648
133,500,0.2223671075924469
134,1,0.3009790631034976
134,2,0.30030066474143474
134,5,0.2882532208890637
134,10,0.285912767774122
134,50,0.2790835218332022
134,100,0.27664017237679706
134,500,0.2752729038516558
135,1,0.3407468394606966
135,2,0.31220583962162934
135,5,0.25856167521994133
135,10,0.2292927566876475
135,50,0.19360224366998066
135,100,0.18492519982476216
135,500,0.18483322231957655
136,1,0.29814323903869533
136,2,0.27082573000858307
136,5,0.2070727348723267
136,10,0.1528149475180602
136,50,0.09323375250339745
136,100,0.08875702962949716
136,500,0.08700050514984621
137,1,0.31922282919676703
137,2,0.3301788699842643
137,5,0.32406406462341747
137,10,0.3154842732994778
137,50,0.31016478837350686
137,100,0.30863418433946066
137,500,0.3071505078320578
138,1,0.2933016236320721
138,2,0.29169312370359773
138,5,0.2699716579643802
138,10,0.2521236298369215
138,50,0.23829612509834774
138,100,0.23696904504327299
138,500,0.23413261748086686
139,1,0.3810655756026035
139,2,0.41686437173664254
139,5,0.44231178697875684
139,10,0.4474721161755238
139,50,0.44747537953293753
139,100,0.44789674379515043
139,500,0.44774031498104566
140,1,0.19181492963664973
140,2,0.2192724389349832
140,5,0.2384841816572491
140,10,0.24075788123167152
140,50,0.24976783223660678
140,100,0.2504639220191689
140,500,0.2505519320864029
141,1,0.18787667191188037
141,2,0.23154718904227162
141,5,0.26536226620055786
141,10,0.28568799844431725
141,50,0.31444532982261636
141,100,0.31663656256705525
141,500,0.3187845334740004
142,1,0.3394688103497604
142,2,0.39072950566840703
142,5,0.43549567269866246
142,10,0.4528903400150203
142,50,0.4639172470674487
142,100,0.46415518158572344
142,500,0.46815236973392454
143,1,0.24991755552177955
143,2,0.2050881441778127
143,5,0.1256541019955654
143,10,0.0769427817216222
143,50,0.04144187871039268
143,100,0.037210589371289605
143,500,0.03419551534225019
144,1,0.3563553662112867
144,2,0.3148408777984407
144,5,0.2342566697661111
144,10,0.1895449963343108
144,50,0.15490423387096772
144,100,0.15248543782633572
144,500,0.14951840891209497
145,1,0.31736530827551673
145,2,0.31575143274801515
145,5,0.2696936020313282
145,10,0.237330506580359
145,50,0.20125216812102134
145,100,0.19530301167656106
145,500,0.1919078012123596
146,1,0.1814585195980259
146,2,0.21873600779629493
146,5,0.2207582835634075
146,10,0.21616472802374648
146,50,0.2142747411665832
146,100,0.21528175514984618
146,500,0.21100980795365135
147,1,0.18372116622559187
147,2,0.18626374633431084
147,5,0.20242566921178742
147,10,0.2050375397861383
147,50,0.20282787801301766
147,100,0.20262196239539373
147,500,0.20266940401258848
148,1,0.242622431782419
148,2,0.20118732565624775
148,5,0.13993350350475645
148,10,0.11231553089907731
148,50,0.07172558963951076
148,100,0.0638842670409842
148,500,0.06398401178384949
149,1,0.26233697741577855
149,2,0.2707318637794149
149,5,0.25195680745297183
149,10,0.2309195850618697
149,50,0.21788510970245328
149,100,0.21595853300908374
149,500,0.21154129935269292
150,1,0.26629259128460053
150,2,0.29896645447392883
150,5,0.31402669247550247
150,10,0.32256192555968816
150,50,0.33256556889707456
150,100,0.3345864253272298
150,500,0.33532678277662537
151,1,0.18373007340319003
151,2,0.18762372818467918
151,5,0.1745503719333381
151,10,0.16575946820685214
151,50,0.16628964085187037
151,100,0.1657391057506616
151,500,0.16557319978899937
152,1,0.3696801462699377
152,2,0.39295805468135325
152,5,0.4132895536799943
152,10,0.4243150637472283
152,50,0.42962216579643797
152,100,0.4299662264859451
152,500,0.43013287005578993
153,1,0.28251183525856516
153,2,0.3016073711644374
153,5,0.31695629336242037
153,10,0.32151565070452753
153,50,0.3282201738073099
